fecha,provincia_iso,num_casos,num_hosp,num_uci,num_def
2020-01-03,ZA,0,0,0,0
2020-01-04,A,0,0,0,0
2020-01-04,AB,0,0,0,0
2020-01-04,AL,0,1,0,0
2020-01-04,AV,0,0,0,0
2020-01-04,B,0,1,0,0
2020-01-04,BA,0,0,0,0
2020-01-04,BI,0,0,0,0
2020-01-04,BU,0,0,0,0
2020-01-04,C,0,0,0,0
2020-01-04,CA,0,0,0,0
2020-01-04,CC,0,0,0,0
2020-01-04,CE,0,0,0,0
2020-01-04,CO,0,0,0,0
2020-01-04,CR,0,0,0,0
2020-01-04,CS,0,0,0,0
2020-01-04,CU,0,0,0,0
2020-01-04,GC,0,0,0,0
2020-01-04,GI,0,0,0,0
2020-01-04,GR,0,0,0,0
2020-01-04,GU,0,0,0,0
2020-01-04,H,0,0,0,0
2020-01-04,HU,0,0,0,0
2020-01-04,J,0,0,0,0
2020-01-04,L,0,1,0,0
2020-01-04,LE,0,0,0,0
2020-01-04,LO,0,0,0,0
2020-01-04,LU,0,0,0,0
2020-01-04,M,0,0,0,0
2020-01-04,MA,0,0,0,0
2020-01-04,ML,0,0,0,0
2020-01-04,MU,0,0,0,0
2020-01-04,NC,0,0,0,0
2020-01-04,O,0,0,0,0
2020-01-04,OR,0,0,0,0
2020-01-04,P,0,0,0,0
2020-01-04,PM,0,0,0,0
2020-01-04,PO,0,0,0,0
2020-01-04,S,0,0,0,0
2020-01-04,SA,0,0,0,0
2020-01-04,SE,0,0,0,0
2020-01-04,SG,0,0,0,0
2020-01-04,SO,0,0,0,0
2020-01-04,SS,0,0,0,0
2020-01-04,T,0,0,0,0
2020-01-04,TE,0,0,0,0
2020-01-04,TF,0,0,0,0
2020-01-04,TO,0,0,0,0
2020-01-04,V,0,1,0,0
2020-01-04,VA,0,0,0,0
2020-01-04,VI,0,0,0,0
2020-01-04,Z,0,0,0,0
2020-01-04,ZA,0,0,0,0
2020-01-05,A,0,1,0,0
2020-01-05,AB,0,0,0,0
2020-01-05,AL,0,0,0,0
2020-01-05,AV,0,0,0,0
2020-01-05,B,0,0,0,0
2020-01-05,BA,0,0,0,0
2020-01-05,BI,0,0,0,0
2020-01-05,BU,0,0,0,0
2020-01-05,C,0,0,0,0
2020-01-05,CA,0,0,0,0
2020-01-05,CC,0,0,0,0
2020-01-05,CE,0,0,0,0
2020-01-05,CO,0,0,0,0
2020-01-05,CR,0,0,0,0
2020-01-05,CS,0,0,0,0
2020-01-05,CU,0,0,0,0
2020-01-05,GC,0,0,0,0
2020-01-05,GI,0,0,0,0
2020-01-05,GR,0,0,0,0
2020-01-05,GU,0,0,0,0
2020-01-05,H,0,0,0,0
2020-01-05,HU,0,0,0,0
2020-01-05,J,0,0,0,0
2020-01-05,L,0,0,0,0
2020-01-05,LE,0,0,0,0
2020-01-05,LO,0,0,0,0
2020-01-05,LU,0,0,0,0
2020-01-05,M,0,0,0,0
2020-01-05,MA,0,0,0,0
2020-01-05,ML,0,0,0,0
2020-01-05,MU,0,0,0,0
2020-01-05,NC,0,0,0,0
2020-01-05,O,0,0,0,0
2020-01-05,OR,0,0,0,0
2020-01-05,P,0,0,0,0
2020-01-05,PM,0,0,0,0
2020-01-05,PO,0,0,0,0
2020-01-05,S,0,0,0,0
2020-01-05,SA,0,0,0,0
2020-01-05,SE,0,2,0,0
2020-01-05,SG,0,0,0,0
2020-01-05,SO,0,0,0,0
2020-01-05,SS,0,1,0,0
2020-01-05,T,0,0,0,0
2020-01-05,TE,0,0,0,0
2020-01-05,TF,0,0,0,0
2020-01-05,TO,0,0,0,0
2020-01-05,V,0,3,0,0
2020-01-05,VA,0,0,0,0
2020-01-05,VI,0,0,0,0
2020-01-05,Z,0,0,0,0
2020-01-05,ZA,0,0,0,0
2020-01-06,A,0,1,0,0
2020-01-06,AB,0,0,0,0
2020-01-06,AL,0,0,0,0
2020-01-06,AV,0,0,0,0
2020-01-06,B,0,1,0,0
2020-01-06,BA,0,0,0,0
2020-01-06,BI,0,0,0,0
2020-01-06,BU,0,0,0,0
2020-01-06,C,0,0,0,0
2020-01-06,CA,0,0,0,0
2020-01-06,CC,0,0,0,0
2020-01-06,CE,0,0,0,0
2020-01-06,CO,0,0,0,0
2020-01-06,CR,0,0,0,0
2020-01-06,CS,0,0,0,0
2020-01-06,CU,0,0,0,0
2020-01-06,GC,0,0,0,0
2020-01-06,GI,0,0,0,0
2020-01-06,GR,0,0,0,0
2020-01-06,GU,0,0,0,0
2020-01-06,H,0,0,0,0
2020-01-06,HU,0,0,0,0
2020-01-06,J,0,0,0,0
2020-01-06,L,0,0,0,0
2020-01-06,LE,0,0,0,0
2020-01-06,LO,0,0,0,0
2020-01-06,LU,0,0,0,0
2020-01-06,M,0,0,0,0
2020-01-06,MA,0,1,0,0
2020-01-06,ML,0,0,0,0
2020-01-06,MU,0,0,0,0
2020-01-06,NC,0,0,0,0
2020-01-06,O,0,0,0,0
2020-01-06,OR,0,0,0,0
2020-01-06,P,0,0,0,0
2020-01-06,PM,0,0,0,0
2020-01-06,PO,0,0,0,0
2020-01-06,S,0,0,0,0
2020-01-06,SA,0,0,0,0
2020-01-06,SE,0,0,0,0
2020-01-06,SG,0,0,0,0
2020-01-06,SO,0,0,0,0
2020-01-06,SS,0,0,0,0
2020-01-06,T,0,0,0,0
2020-01-06,TE,0,0,0,0
2020-01-06,TF,0,0,0,0
2020-01-06,TO,0,0,0,0
2020-01-06,V,0,1,0,0
2020-01-06,VA,0,0,0,0
2020-01-06,VI,0,0,0,0
2020-01-06,Z,0,0,0,0
2020-01-06,ZA,0,0,0,0
2020-01-07,A,0,0,0,0
2020-01-07,AB,0,0,0,0
2020-01-07,AL,0,0,0,0
2020-01-07,AV,0,0,0,0
2020-01-07,B,0,0,0,0
2020-01-07,BA,0,0,0,0
2020-01-07,BI,0,0,0,0
2020-01-07,BU,0,0,0,0
2020-01-07,C,0,0,0,0
2020-01-07,CA,0,0,0,0
2020-01-07,CC,0,0,0,0
2020-01-07,CE,0,0,0,0
2020-01-07,CO,0,0,0,0
2020-01-07,CR,0,0,0,0
2020-01-07,CS,0,0,0,0
2020-01-07,CU,0,0,0,0
2020-01-07,GC,0,0,0,0
2020-01-07,GI,0,0,0,0
2020-01-07,GR,0,0,0,0
2020-01-07,GU,0,0,0,0
2020-01-07,H,0,0,0,0
2020-01-07,HU,0,0,0,0
2020-01-07,J,0,0,0,0
2020-01-07,L,0,1,0,0
2020-01-07,LE,0,0,0,0
2020-01-07,LO,0,0,0,0
2020-01-07,LU,0,0,0,0
2020-01-07,M,0,3,0,0
2020-01-07,MA,0,1,0,0
2020-01-07,ML,0,0,0,0
2020-01-07,MU,0,0,0,0
2020-01-07,NC,0,0,0,0
2020-01-07,O,0,0,0,0
2020-01-07,OR,0,0,0,0
2020-01-07,P,0,0,0,0
2020-01-07,PM,0,0,0,0
2020-01-07,PO,0,0,0,0
2020-01-07,S,0,0,0,0
2020-01-07,SA,0,0,0,0
2020-01-07,SE,0,0,0,0
2020-01-07,SG,0,0,0,0
2020-01-07,SO,0,0,0,0
2020-01-07,SS,0,1,1,0
2020-01-07,T,0,0,0,0
2020-01-07,TE,0,0,0,0
2020-01-07,TF,0,0,0,0
2020-01-07,TO,0,0,0,0
2020-01-07,V,0,0,0,0
2020-01-07,VA,0,0,0,0
2020-01-07,VI,0,0,0,0
2020-01-07,Z,0,0,0,0
2020-01-07,ZA,0,0,0,0
2020-01-08,A,0,0,0,0
2020-01-08,AB,0,0,0,0
2020-01-08,AL,0,0,0,0
2020-01-08,AV,0,0,0,0
2020-01-08,B,0,1,0,0
2020-01-08,BA,0,0,0,0
2020-01-08,BI,0,0,0,0
2020-01-08,BU,0,0,0,0
2020-01-08,C,0,0,0,0
2020-01-08,CA,0,0,0,0
2020-01-08,CC,0,0,0,0
2020-01-08,CE,0,0,0,0
2020-01-08,CO,0,0,0,0
2020-01-08,CR,0,0,0,0
2020-01-08,CS,0,0,0,0
2020-01-08,CU,0,0,0,0
2020-01-08,GC,0,0,0,0
2020-01-08,GI,0,0,0,0
2020-01-08,GR,0,0,0,0
2020-01-08,GU,0,0,0,0
2020-01-08,H,0,0,0,0
2020-01-08,HU,0,0,0,0
2020-01-08,J,0,0,0,0
2020-01-08,L,0,0,0,0
2020-01-08,LE,0,0,0,0
2020-01-08,LO,0,0,0,0
2020-01-08,LU,0,1,0,0
2020-01-08,M,0,1,0,0
2020-01-08,MA,0,0,0,0
2020-01-08,ML,0,0,0,0
2020-01-08,MU,0,0,0,0
2020-01-08,NC,0,0,0,0
2020-01-08,O,0,0,0,0
2020-01-08,OR,0,0,0,0
2020-01-08,P,0,0,0,0
2020-01-08,PM,0,0,0,0
2020-01-08,PO,0,0,0,0
2020-01-08,S,0,0,0,0
2020-01-08,SA,0,0,0,0
2020-01-08,SE,0,0,0,0
2020-01-08,SG,0,0,0,0
2020-01-08,SO,0,0,0,0
2020-01-08,SS,0,0,0,0
2020-01-08,T,0,0,0,0
2020-01-08,TE,0,0,0,0
2020-01-08,TF,0,0,0,0
2020-01-08,TO,0,0,0,0
2020-01-08,V,0,1,0,0
2020-01-08,VA,0,0,0,0
2020-01-08,VI,0,0,0,0
2020-01-08,Z,0,0,0,0
2020-01-08,ZA,0,0,0,0
2020-01-09,A,0,0,0,0
2020-01-09,AB,0,0,0,0
2020-01-09,AL,0,0,0,0
2020-01-09,AV,0,0,0,0
2020-01-09,B,0,1,0,0
2020-01-09,BA,0,0,0,0
2020-01-09,BI,0,0,0,0
2020-01-09,BU,0,0,0,0
2020-01-09,C,0,0,0,0
2020-01-09,CA,0,0,0,0
2020-01-09,CC,0,0,0,0
2020-01-09,CE,0,0,0,0
2020-01-09,CO,0,0,0,0
2020-01-09,CR,0,0,0,0
2020-01-09,CS,0,0,0,0
2020-01-09,CU,0,1,0,0
2020-01-09,GC,0,0,0,0
2020-01-09,GI,0,1,0,0
2020-01-09,GR,0,0,0,0
2020-01-09,GU,0,0,0,0
2020-01-09,H,0,0,0,0
2020-01-09,HU,0,1,0,0
2020-01-09,J,0,0,0,0
2020-01-09,L,0,0,0,0
2020-01-09,LE,0,0,0,0
2020-01-09,LO,1,0,0,0
2020-01-09,LU,0,0,0,0
2020-01-09,M,0,1,0,0
2020-01-09,MA,0,0,0,0
2020-01-09,ML,0,0,0,0
2020-01-09,MU,0,1,0,0
2020-01-09,NC,0,0,0,0
2020-01-09,O,0,0,0,0
2020-01-09,OR,0,0,0,0
2020-01-09,P,0,0,0,0
2020-01-09,PM,0,0,0,0
2020-01-09,PO,0,0,0,0
2020-01-09,S,0,0,0,0
2020-01-09,SA,0,0,0,0
2020-01-09,SE,0,0,0,0
2020-01-09,SG,0,0,0,0
2020-01-09,SO,0,0,0,0
2020-01-09,SS,0,0,0,0
2020-01-09,T,0,0,0,0
2020-01-09,TE,0,0,0,0
2020-01-09,TF,0,2,0,0
2020-01-09,TO,0,0,0,0
2020-01-09,V,0,0,0,0
2020-01-09,VA,0,0,0,0
2020-01-09,VI,0,0,0,0
2020-01-09,Z,0,0,0,0
2020-01-09,ZA,0,0,0,0
2020-01-10,A,0,1,0,0
2020-01-10,AB,0,0,0,0
2020-01-10,AL,0,0,0,0
2020-01-10,AV,0,0,0,0
2020-01-10,B,1,1,0,0
2020-01-10,BA,0,0,0,0
2020-01-10,BI,0,0,0,0
2020-01-10,BU,0,0,0,0
2020-01-10,C,0,0,0,0
2020-01-10,CA,0,0,0,0
2020-01-10,CC,0,0,0,0
2020-01-10,CE,0,0,0,0
2020-01-10,CO,0,0,0,0
2020-01-10,CR,0,0,0,0
2020-01-10,CS,0,0,0,0
2020-01-10,CU,0,0,0,0
2020-01-10,GC,0,0,0,0
2020-01-10,GI,0,0,0,0
2020-01-10,GR,0,0,0,0
2020-01-10,GU,0,0,0,0
2020-01-10,H,0,0,0,0
2020-01-10,HU,0,0,0,0
2020-01-10,J,0,0,0,0
2020-01-10,L,0,0,0,0
2020-01-10,LE,0,0,0,0
2020-01-10,LO,0,0,0,0
2020-01-10,LU,0,0,0,0
2020-01-10,M,0,2,0,0
2020-01-10,MA,0,0,0,0
2020-01-10,ML,0,0,0,0
2020-01-10,MU,0,0,0,0
2020-01-10,NC,0,1,0,0
2020-01-10,O,0,0,0,0
2020-01-10,OR,0,0,0,0
2020-01-10,P,0,0,0,0
2020-01-10,PM,0,0,0,0
2020-01-10,PO,0,0,0,0
2020-01-10,S,0,0,0,0
2020-01-10,SA,0,0,0,0
2020-01-10,SE,0,0,0,0
2020-01-10,SG,0,0,0,0
2020-01-10,SO,0,0,0,0
2020-01-10,SS,0,0,0,0
2020-01-10,T,0,3,0,0
2020-01-10,TE,0,0,0,0
2020-01-10,TF,0,1,0,0
2020-01-10,TO,0,0,0,0
2020-01-10,V,0,0,0,0
2020-01-10,VA,0,0,0,0
2020-01-10,VI,0,0,0,0
2020-01-10,Z,0,0,0,0
2020-01-10,ZA,0,0,0,0
2020-01-11,A,0,0,0,0
2020-01-11,AB,0,0,0,0
2020-01-11,AL,0,0,0,0
2020-01-11,AV,0,0,0,0
2020-01-11,B,0,0,0,0
2020-01-11,BA,0,0,0,0
2020-01-11,BI,0,0,0,0
2020-01-11,BU,0,0,0,0
2020-01-11,C,0,0,1,0
2020-01-11,CA,0,0,0,0
2020-01-11,CC,0,0,0,0
2020-01-11,CE,0,0,0,0
2020-01-11,CO,0,0,0,0
2020-01-11,CR,0,0,0,0
2020-01-11,CS,0,0,0,0
2020-01-11,CU,0,0,0,0
2020-01-11,GC,0,0,0,0
2020-01-11,GI,0,0,0,0
2020-01-11,GR,0,0,0,0
2020-01-11,GU,0,0,0,0
2020-01-11,H,0,0,0,0
2020-01-11,HU,0,0,0,0
2020-01-11,J,0,1,0,0
2020-01-11,L,0,0,0,0
2020-01-11,LE,0,0,0,0
2020-01-11,LO,0,0,0,0
2020-01-11,LU,0,0,0,0
2020-01-11,M,0,0,0,0
2020-01-11,MA,0,1,0,0
2020-01-11,ML,0,0,0,0
2020-01-11,MU,0,0,0,0
2020-01-11,NC,0,0,0,0
2020-01-11,O,0,0,0,0
2020-01-11,OR,0,0,0,0
2020-01-11,P,0,0,0,0
2020-01-11,PM,0,0,0,0
2020-01-11,PO,0,0,0,0
2020-01-11,S,0,0,0,0
2020-01-11,SA,0,0,0,0
2020-01-11,SE,0,0,0,0
2020-01-11,SG,0,0,0,0
2020-01-11,SO,0,0,0,0
2020-01-11,SS,0,0,0,0
2020-01-11,T,0,0,0,0
2020-01-11,TE,0,0,0,0
2020-01-11,TF,0,0,0,0
2020-01-11,TO,0,0,0,0
2020-01-11,V,0,1,0,0
2020-01-11,VA,0,0,0,0
2020-01-11,VI,0,0,0,0
2020-01-11,Z,0,0,0,0
2020-01-11,ZA,0,0,0,0
2020-01-12,A,0,1,0,0
2020-01-12,AB,0,0,0,0
2020-01-12,AL,0,0,0,0
2020-01-12,AV,0,0,0,0
2020-01-12,B,0,0,0,0
2020-01-12,BA,0,0,0,0
2020-01-12,BI,0,0,0,0
2020-01-12,BU,0,0,0,0
2020-01-12,C,0,0,0,0
2020-01-12,CA,0,1,0,0
2020-01-12,CC,0,0,0,0
2020-01-12,CE,0,0,0,0
2020-01-12,CO,0,0,0,0
2020-01-12,CR,0,0,0,0
2020-01-12,CS,0,0,0,0
2020-01-12,CU,0,0,0,0
2020-01-12,GC,0,0,0,0
2020-01-12,GI,0,0,0,0
2020-01-12,GR,0,0,0,0
2020-01-12,GU,0,0,0,0
2020-01-12,H,0,0,0,0
2020-01-12,HU,0,0,0,0
2020-01-12,J,0,0,0,0
2020-01-12,L,0,0,0,0
2020-01-12,LE,0,0,0,0
2020-01-12,LO,0,0,0,0
2020-01-12,LU,0,0,0,0
2020-01-12,M,0,0,0,0
2020-01-12,MA,0,0,0,0
2020-01-12,ML,0,0,0,0
2020-01-12,MU,0,0,0,0
2020-01-12,NC,0,0,0,0
2020-01-12,O,0,0,0,0
2020-01-12,OR,0,0,0,0
2020-01-12,P,0,0,0,0
2020-01-12,PM,0,0,0,0
2020-01-12,PO,0,0,0,0
2020-01-12,S,0,0,0,0
2020-01-12,SA,0,0,0,0
2020-01-12,SE,0,0,0,0
2020-01-12,SG,0,0,0,0
2020-01-12,SO,0,0,0,0
2020-01-12,SS,0,0,0,0
2020-01-12,T,0,0,0,0
2020-01-12,TE,0,0,0,0
2020-01-12,TF,0,0,0,0
2020-01-12,TO,0,0,0,0
2020-01-12,V,0,3,0,0
2020-01-12,VA,0,0,0,0
2020-01-12,VI,0,0,0,0
2020-01-12,Z,0,0,0,0
2020-01-12,ZA,0,0,0,0
2020-01-13,A,0,0,0,0
2020-01-13,AB,0,0,0,0
2020-01-13,AL,0,0,0,0
2020-01-13,AV,0,0,0,0
2020-01-13,B,0,0,0,0
2020-01-13,BA,0,0,0,0
2020-01-13,BI,0,0,0,0
2020-01-13,BU,0,0,0,0
2020-01-13,C,0,0,0,0
2020-01-13,CA,0,0,0,0
2020-01-13,CC,0,0,0,0
2020-01-13,CE,0,0,0,0
2020-01-13,CO,0,0,0,0
2020-01-13,CR,0,0,0,0
2020-01-13,CS,0,1,0,0
2020-01-13,CU,0,0,0,0
2020-01-13,GC,0,0,0,0
2020-01-13,GI,0,0,0,0
2020-01-13,GR,0,0,0,0
2020-01-13,GU,0,0,0,0
2020-01-13,H,0,1,0,0
2020-01-13,HU,0,0,0,0
2020-01-13,J,0,0,0,0
2020-01-13,L,0,0,0,0
2020-01-13,LE,0,0,0,0
2020-01-13,LO,0,0,0,0
2020-01-13,LU,0,0,0,0
2020-01-13,M,0,2,0,0
2020-01-13,MA,0,0,0,0
2020-01-13,ML,0,0,0,0
2020-01-13,MU,0,0,0,0
2020-01-13,NC,0,0,0,0
2020-01-13,O,0,0,0,0
2020-01-13,OR,0,0,0,0
2020-01-13,P,0,0,0,0
2020-01-13,PM,0,0,0,0
2020-01-13,PO,0,0,0,0
2020-01-13,S,0,0,0,0
2020-01-13,SA,0,0,0,0
2020-01-13,SE,0,0,0,0
2020-01-13,SG,0,0,0,0
2020-01-13,SO,0,0,0,0
2020-01-13,SS,0,1,0,0
2020-01-13,T,0,0,0,0
2020-01-13,TE,0,0,0,0
2020-01-13,TF,0,0,0,0
2020-01-13,TO,0,0,0,0
2020-01-13,V,0,3,0,0
2020-01-13,VA,0,0,0,0
2020-01-13,VI,0,0,0,0
2020-01-13,Z,0,0,0,0
2020-01-13,ZA,0,0,0,0
2020-01-14,A,0,1,0,0
2020-01-14,AB,0,0,0,0
2020-01-14,AL,0,0,0,0
2020-01-14,AV,0,0,0,0
2020-01-14,B,0,0,1,0
2020-01-14,BA,0,0,0,0
2020-01-14,BI,0,0,0,0
2020-01-14,BU,0,0,0,0
2020-01-14,C,0,0,0,0
2020-01-14,CA,0,0,0,0
2020-01-14,CC,0,0,0,0
2020-01-14,CE,0,0,0,0
2020-01-14,CO,0,0,0,0
2020-01-14,CR,0,0,0,0
2020-01-14,CS,0,0,0,0
2020-01-14,CU,0,0,0,0
2020-01-14,GC,0,0,0,0
2020-01-14,GI,0,1,0,0
2020-01-14,GR,0,1,0,0
2020-01-14,GU,0,0,0,0
2020-01-14,H,0,0,0,0
2020-01-14,HU,0,0,0,0
2020-01-14,J,0,0,0,0
2020-01-14,L,0,0,0,0
2020-01-14,LE,0,0,0,0
2020-01-14,LO,0,0,0,0
2020-01-14,LU,0,0,0,0
2020-01-14,M,0,5,0,0
2020-01-14,MA,0,0,0,0
2020-01-14,ML,0,0,0,0
2020-01-14,MU,0,0,0,0
2020-01-14,NC,0,0,0,0
2020-01-14,O,0,0,0,0
2020-01-14,OR,0,0,0,0
2020-01-14,P,0,0,0,0
2020-01-14,PM,0,0,0,0
2020-01-14,PO,0,0,0,0
2020-01-14,S,0,0,0,0
2020-01-14,SA,0,0,0,0
2020-01-14,SE,0,0,0,0
2020-01-14,SG,0,0,0,0
2020-01-14,SO,0,0,0,0
2020-01-14,SS,0,0,0,0
2020-01-14,T,0,1,0,0
2020-01-14,TE,0,0,0,0
2020-01-14,TF,0,0,0,0
2020-01-14,TO,0,0,0,0
2020-01-14,V,0,0,0,0
2020-01-14,VA,0,0,0,0
2020-01-14,VI,0,0,0,0
2020-01-14,Z,0,0,0,0
2020-01-14,ZA,0,0,0,0
2020-01-15,A,0,0,0,0
2020-01-15,AB,0,0,0,0
2020-01-15,AL,0,0,0,0
2020-01-15,AV,0,0,0,0
2020-01-15,B,0,1,0,0
2020-01-15,BA,0,0,0,0
2020-01-15,BI,0,0,0,0
2020-01-15,BU,0,0,0,0
2020-01-15,C,0,0,0,0
2020-01-15,CA,0,0,0,0
2020-01-15,CC,0,0,0,0
2020-01-15,CE,0,0,0,0
2020-01-15,CO,0,0,0,0
2020-01-15,CR,0,0,0,0
2020-01-15,CS,0,0,0,0
2020-01-15,CU,0,0,0,0
2020-01-15,GC,0,0,0,0
2020-01-15,GI,0,1,0,0
2020-01-15,GR,0,0,0,0
2020-01-15,GU,0,0,0,0
2020-01-15,H,0,0,0,0
2020-01-15,HU,0,0,0,0
2020-01-15,J,0,0,0,0
2020-01-15,L,0,0,0,0
2020-01-15,LE,0,0,0,0
2020-01-15,LO,0,0,0,0
2020-01-15,LU,0,0,0,0
2020-01-15,M,0,5,1,0
2020-01-15,MA,0,1,0,0
2020-01-15,ML,0,0,0,0
2020-01-15,MU,0,0,0,0
2020-01-15,NC,0,0,0,0
2020-01-15,O,0,0,0,0
2020-01-15,OR,0,0,0,0
2020-01-15,P,0,0,0,0
2020-01-15,PM,0,0,0,0
2020-01-15,PO,0,0,0,0
2020-01-15,S,0,0,0,0
2020-01-15,SA,0,0,0,0
2020-01-15,SE,0,0,0,0
2020-01-15,SG,0,0,0,0
2020-01-15,SO,0,0,0,0
2020-01-15,SS,0,0,0,0
2020-01-15,T,0,1,0,0
2020-01-15,TE,0,0,0,0
2020-01-15,TF,0,1,0,0
2020-01-15,TO,0,0,0,0
2020-01-15,V,0,0,0,0
2020-01-15,VA,0,0,0,0
2020-01-15,VI,0,0,0,0
2020-01-15,Z,0,0,0,0
2020-01-15,ZA,0,0,0,0
2020-01-16,A,0,0,0,0
2020-01-16,AB,0,0,0,0
2020-01-16,AL,0,0,0,0
